id,,Totals,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
71,Loyola Marymount University,653.7987615,7,10,7,7,7,10,7,10,10,0.2196729314,0.2196729314,10,7,10,0,1.109123435,6.092592593,7,0,0,20,15,15,12.12,7,7,7,50,17.44360156,7,7,0,6.65,9.99,8.599157351,7,13.75494071,11.6,7.2,10,10,7,7,7,7,7,7,,0,0,10,20,,30,0,30,15,25,15,20,7,40,33.8
72,Loyola University Chicago,755.2615179,7,10,7,7,7,10,7,10,10,0.9452736318,7.437810945,10,7,10,10,0.6454545455,5.974137931,7,0,6.596947756,20,30,15,16.1,7,7,7,50,18.24940112,7,7,0,6.748090489,9.99,3.027426512,7,5.714285714,18.32,15.3,10,10,7,7,7,0,7,7,0,14.38848921,18,10,20,30,30,10,30,15,25,0,20,7,40,39.8242
73,Macalester College,652.2598935,7,10,7,7,7,10,7,10,10,1.236917222,2.759276879,10,0,10,0,1.390728477,6.661290323,7,0,0.8854166667,20,25,0,14.4,7,7,7,49.29063825,15.04746845,7,7,0,6.975832665,9.99,15,0,7.692307692,19.04,7,10,10,7,7,7,7,7,7,0,15.28106202,17.38295481,10,20,0,30,10,30,0,25,15,0,7,40,31.226
74,Maryville College,416.7058002,7,10,7,4.2,7,10,7,10,0,1.19263285,2.189009662,10,7,10,0,1,7,7,8,0,0,0,0,10.4,7,0,0,50,15.00894434,7,7,0,0,3.33,1.5,0,0,1.74,3.752,0,0,0,7,0,0,0,0,0,12.28521333,0,5,0,,0,0,20,15,25,0,20,7,40,43.108
75,Massachusetts Institute of Technology,579.9340297,7,10,7,6.3,7,10,7,10,0,6.166666667,4.5,10,7,10,0,5.700099305,7,7,0,1.002150881,20,15,0,14,7,7,7,46.14152981,15.00079783,7,7,0,0,9.99,7.260967421,0,0.8465608466,19.4,14.2,10,10,7,0,0,7,0,7,0,14.34525696,0,10,20,0,30,10,20,15,25,0,0,7,40,28.08
76,McMaster University,650.9662935,7,10,7,5.6,7,10,7,0,0,0.075,1.45,10,7,10,10,0.5732484076,7,7,1.484162759,0.8744718966,20,5,0,16.2,7,0,7,50,0,7,7,0,0,9.99,8.25,0,5,15,7.4,10,10,7,7,0,7,0,0,25,15.37564624,17.69636424,10,20,30,24,10,30,15,25,15,0,7,40,51.9974
77,Miami University,590.9107561,7,10,7,7,7,10,7,10,10,1.225884244,1.165594855,4.324018127,7,10,0,3.202846975,7,7,0,1.173480167,20,20,0,15.2,7,7,7,43.37723103,15.00000842,7,7,0,4.152574761,6.66,1.973476407,0,0,15.12,3.46,0,0,7,0,0,7,0,0,25,13.68311327,19.19252787,10,20,30,30,10,30,0,25,0,20,7,40,0
78,Michigan State University,629.0510683,0,10,7,7,7,10,7,10,0,0.8609932618,3.419016721,10,7,10,10,0.7051016176,7,7,0,0.288887018,20,0,15,14.2,7,7,7,22.65073253,15.03387208,7,7,7,0,3.33,6.836860805,0,1.412639405,13.6,3.72,10,10,7,7,7,7,0,7,0,16.262969,19.3919959,10,20,30,30,10,30,15,25,0,20,7,30,39.338
79,Middlebury College,702.4223123,7,10,7,7,7,10,7,10,10,3.185437998,10,8.613138686,0,10,0,3.276283619,7,7,0,2.291520673,20,15,0,15.8,7,7,7,16.6,16.21095128,7,7,7,7,9.99,12.04969338,0,1.034482759,19.4,9.2,0,10,7,7,7,7,7,7,0,16.50008288,19.9012077,10,20,26.24951333,30,10,30,15,25,15,20,7,40,55.12
80,Mills College,553.7338176,7,10,7,6.3,7,10,7,10,0,1.314348302,1.040525739,10,7,0,0,2.121212121,7,5.25,0,0,20,15,0,12.346,7,7,7,50,15.00922226,7,0,0,7,6.66,6.689039998,0,3.396226415,11.62,1.8,0,10,7,7,0,7,0,0,25,15.6872428,0,10,20,30,19.5,10,30,15,25,0,0,7,40,0
81,Mount Holyoke College,331.3804645,0,0,0,0,7,10,7,10,10,0,0,3.979238754,7,0,0,0.7547169811,5.133333333,7,0,0.4456540172,20,0,0,14.2,7,7,7,0,15.38039696,0,0,0,7,9.99,9.196164153,0,0.1470588235,13.6,3.8,0,10,7,0,0,0,7,7,,17.75390147,0,0,20,,0,0,30,15,25,0,0,0,10,0
82,Muhlenberg College,621.5924726,7,10,7,7,7,10,7,10,10,2.641509434,2.735849057,10,7,10,0,0.9701492537,6.078947368,7,0,0.8644471108,20,5,15,12,7,7,7,50,15.002383,7,7,7,7,9.99,7.27016129,7,5.744680851,19,0,10,10,7,0,0,7,7,0,0,12.28494624,19.00939896,5,20,30,30,10,30,15,25,0,0,7,40,0
83,Naropa University,479.4214561,0,7.5,7,3.5,0,10,7,10,10,4.528985507,0.3623188406,10,7,10,0,2,5.833333333,0,0,0,20,15,0,14,7,0,0,50,27.25913793,7,7,0,0,9.99,8.25,0,0,11,6.8,10,0,7,0,0,0,0,7,0,18.03568048,0,10,0,0,13.5,10,10,15,25,15,0,0,30,30.862
84,North Carolina State University,599.196573,7,10,7,7,7,10,7,10,10,1.593879503,2.231431304,10,7,10,0,1.874112636,7,7,0,3.545822037,20,25,0,15.5,7,7,7,16.6,15.00490258,7,7,0,7,9.99,12.66052248,0,0.1169590643,10,3.6,10,10,7,7,7,7,0,7,0,14.98955658,16.48938686,10,20,30,30,10,30,15,25,0,0,7,40,0
85,Northern Arizona University,619.79429,7,10,7,7,7,10,7,10,0,1.827857473,2.892179547,10,7,10,10,4.621848739,7,7,0.05568702183,2.643795643,20,15,0,11.44,7,7,7,16.6,18.28621656,7,7,0,0,9.99,2.95836057,0,0.5272727273,14,10.4,10,10,7,7,7,7,7,7,25,15.77401111,18.14226062,10,20,0,30,10,30,15,25,0,0,7,40,29.6348
86,Oberlin College,702.3203859,7,10,7,7,7,10,7,10,0,1.463414634,1.317073171,10,7,10,0,0.7871720117,6.91025641,7,0,5.796898984,20,20,15,16.2,7,7,7,50,17.85160679,7,7,0,6.65,9.99,10.05000863,0,0.9210526316,19.6,7.4,10,10,7,0,0,7,7,7,8.960841248,11.46063982,18.84142154,10,20,30,27,10,30,15,25,15,0,7,40,42.12
87,Ohio University,541.6995021,7,10,7,7,7,10,7,0,10,0.2866400798,0.8848454636,0.9517601043,7,10,10,0.7838983051,7,7,0,5,20,20,0,12.4,7,7,7,16.6,16.17460527,7,7,0,6.357830095,9.99,4.127857082,0,0.2571428571,17.3,1.12,0,0,7,7,7,7,0,7,5.480728138,16.57419475,0,10,20,0,22.5,10,30,0,25,0,20,7,40,26.91
88,Onondaga Community College,437.6891187,0,7.5,7,5.6,7,10,7,10,0,0.937866354,1.055099648,1.13085622,0,10,0,0,0,0,0,8,20,15,0,,0,7,0,16.6,19.22743275,0,0,0,0,3.33,6.075814456,0,3.230769231,6,1.6,0,10,7,0,0,0,0,0,0,14.38267851,19.01032952,10,20,,27,0,30,15,25,15,0,7,30,35.008272
89,Oregon State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
90,Pennsylvania State University,636.491141,7,7.5,7,7,7,10,7,10,10,0.5533980583,1.174757282,10,7,10,0,1.74457429,7,7,0,6.092968891,20,15,0,13.74,7,7,7,50,15.53200851,7,7,0,5.782608696,9.99,7.379402153,0,0.1282051282,17.6,7.6,0,10,7,0,7,7,0,7,0,15.32791514,18.69530289,10,20,30,30,10,30,15,25,0,0,7,40,26.65
91,Pittsburg State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
92,Pitzer College,621.6630982,7,7.5,7,6.3,7,10,7,10,10,3.846153846,9.111277072,10,7,10,0,1.848739496,6.155172414,5.25,0,8.776573283,20,15,0,12.7,7,7,7,50,15.68775191,7,7,0,0,6.66,0,0,14,15.2,1.28,10,10,7,0,0,7,7,7,25,13.81088825,19.53654189,10,20,0,24,10,30,15,25,15,0,7,40,0
93,Plymouth State University,596.9455964,7,10,7,7,7,10,7,10,0,3,10,1.388888889,7,10,0,0.6,4.55,5.25,0.5368688186,0.5347731464,20,20,0,14,7,7,0,48.55279453,0,7,7,0,0,3.33,1.5,0,1.6,14,2,10,10,7,7,7,7,0,0,17.2991618,12.21288998,12.0302192,5,20,30,24,10,30,15,25,0,0,7,40,40.56
94,Pomona College,673.5549854,7,10,7,7,7,10,7,10,10,2.195734003,4.265997491,10,7,10,0,4.519230769,7,5.25,0,9.429629741,20,20,0,15.006,7,7,7,35.2565456,15.22801802,7,7,0,6.677914073,9.99,6.171082156,0,13.22222222,19.96,7.78,10,10,7,0,7,7,7,7,10.33322207,15.91846523,18.85092399,10,20,0,30,10,30,15,25,15,0,7,40,32.5
95,Portland State University,721.8719594,7,10,7,7,7,10,7,10,10,1.6160407,0.905282059,10,7,10,0,3.460410557,7,7,0,8.586646669,20,30,15,17.73,7,7,7,50,15.0170925,7,7,7,6.299999997,9.99,11.03553018,0,3.529411765,16.064,14.376,10,10,7,7,7,7,0,7,0,12.85646871,16.65467626,10,20,30,30,10,30,15,25,0,0,7,40,38.7504
96,Princeton University,579.4365681,7,10,7,7,7,10,7,10,0,1.718679331,0.9497964722,3.909147095,7,10,0,1.72029703,6.5,7,0,1.101970159,20,0,0,14.2,7,7,7,26.38940512,0,7,7,0,7,9.99,13.97765679,0,3.280991736,17.9,2.2,0,10,7,7,0,7,7,7,0,15.71177504,19.71164937,10,20,30,30,10,30,0,25,15,0,7,40,27.1752
97,Principia College,553.9239745,7,10,0,5.6,7,10,7,10,0,0.5076142132,2.664974619,10,7,10,0,0,0,0,0,0,20,25,0,10.2,0,7,7,16.6,45,7,7,0,0,3.33,3.400293255,7,2.110091743,20,10,0,10,0,0,7,7,7,0,0,15.272052,11.23894863,10,20,30,0,10,20,15,25,0,0,7,30,52
98,Purdue University,459.9535641,7,10,7,4.9,7,10,7,10,10,0.1356034353,1.145095676,10,7,10,0,1.045308598,7,7,0,5.301052704,0,0,0,10.844,7,7,7,0,0,0,0,7,6.392221564,6.66,0,0,0,0,0,10,10,7,7,7,7,7,7,0,18.03028211,0,5,20,30,19.5,10,30,0,25,0,20,7,40,0
99,Randolph College,527.7689056,7,7.5,7,7,7,10,7,10,0,1.376811594,2.173913043,10,0,10,0,3.043478261,6.5,7,0,0,20,15,0,16,7,7,0,35.88834507,16.63165092,7,7,0,0,3.33,0,0,2.766666667,17.6,4,10,10,7,0,0,7,7,0,0,12.01067164,13.94736842,10,20,15,27,10,30,0,25,15,0,7,40,0
100,Rice University,626.3820462,7,10,7,7,7,10,7,10,10,1.72900494,2.611150318,10,7,10,0,1.875,7,7,0.03575145909,7.306895826,20,15,0,14,7,7,0,45.01261391,0,7,7,7,0,9.99,1.5,0,13.46774194,13,5.2,10,10,7,7,0,7,7,7,17.25006784,12.78530406,18.93791589,10,20,30,30,10,20,0,25,0,0,7,40,28.6806
101,Rochester Institute of Technology,240.1513955,0,10,7,6.3,7,10,7,10,0,0,0,0,7,10,0,0,0,7,0,8.574261127,0,0,0,,0,7,7,25.25843085,16.63328613,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,13.38541741,0,0,20,,0,0,0,0,0,0,0,7,40,0
102,Saint Louis University,540.4634914,0,10,7,7,7,10,7,10,0,0.1328341988,0.8573843739,0.2315445383,7,10,0,0.4,5.314814815,7,0,0,20,15,0,12.2,7,7,7,16.6,15.00175664,7,7,7,6.797567774,9.99,2.114361357,0,0.2631578947,11.6,4.16,0,10,7,7,7,7,0,7,1.252733236,12.7616,10.76573653,10,20,30,22.5,10,30,15,25,0,0,7,30,26.52
103,San Francisco State University,382.66,0,10,7,7,7,10,0,0,10,0,0,0,7,0,0,0,0,0,0,0,20,10,0,,0,0,0,50,0,7,0,0,0,3.33,1.5,0,0,14.7,11.14,0,10,7,0,0,7,7,7,0,0,0,10,0,,16.5,0,30,15,25,0,0,7,30,35.49
104,Santa Clara University,605.8391004,7,10,7,7,7,10,7,10,0,1.18192699,10,10,7,10,0,3.044554455,7,7,0,0.3677631356,20,10,0,14.8,7,7,7,50,26.3892363,7,7,0,7,9.99,8.25,0,10.41721854,12.872,6.868,10,10,7,7,7,7,7,7,0,15.65840094,0,10,20,0,24,10,30,15,25,15,0,7,40,0
105,Seattle University,622.8134951,7,10,7,5.6,7,10,7,10,10,4.975429975,4.821867322,10,7,10,0,2.989323843,7,7,0,4.258630942,20,15,0,14,7,7,7,50,15.27258596,7,7,0,0,9.99,0,0,7.213114754,13,12.2,10,10,7,0,0,7,0,0,0,16.51432686,14.74621549,10,20,0,27,10,30,0,25,15,0,7,40,50.232
106,Sewanee - The University of the South,510.5463999,0,7.5,7,4.2,7,10,0,10,10,0.9012875536,2.918454936,7.204610951,7,10,0,2.153807171,7,7,0.3251692554,0.3122439074,20,25,15,14,7,0,0,50,16.97087304,7,7,7,7,0,inf,0,2.277227723,19.08,0.6,0,10,0,0,0,0,7,0,13.10272537,0,0,5,0,30,30,10,30,15,25,0,0,7,30,0
107,Sheridan Institute of Technology and Advanced Learning,460.9288736,0,0,7,3.5,7,10,7,0,10,0.9836065574,6.721311475,10,0,10,0,2.638888889,6.3,0,0,3.057624359,20,15,0,,7,7,7,16.6,0,7,7,0,5.648035584,0,0.2006656495,0,0,14.4,4.36,0,10,7,7,7,7,0,7,0,11.36259977,0,10,20,25.59014129,3,10,30,15,25,0,0,7,30,33.566
108,Simon Fraser University,590.4156819,7,10,7,4.9,7,10,7,10,10,2.12034384,5.157593123,10,7,10,0,1.578354002,7,7,0,0,20,0,0,15.6,7,0,0,16.6,15.00208394,0,7,0,6.999999981,6.66,5.803737294,0,0.243902439,18.24,14.64,0,10,7,0,7,7,7,7,17.59324419,13.57642312,0,5,0,30,30,10,30,15,25,15,0,7,40,50.7
109,Slippery Rock University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
110,Smith College,635.7840943,7,10,7,7,7,10,7,10,10,1.945080092,4.004576659,10,7,10,0,2.583333333,5.444444444,7,0,7.214530674,20,20,0,17.36,7,7,7,16.6,15.00313547,7,7,7,7,9.99,8.164835276,0,0.46875,18.8,4.36,10,10,7,0,0,7,0,7,25,19.51877743,18.98581334,10,20,29.84081755,19.5,10,30,15,25,15,0,7,40,0
111,Southern Connecticut State University,495.6225858,0,10,7,6.3,7,10,7,0,10,2.247191011,0.9987515605,0.1670378619,7,10,0,0,0,5.25,0,1.3161094,20,5,15,,0,0,7,50,15.18921894,7,7,0,0,9.99,8.25,0,0.2941176471,0,0,0,10,7,0,0,7,0,7,25,16.21766216,17.35049721,0,20,,24,0,30,15,25,0,0,7,30,26.052
112,Southern Illinois University Carbondale,419.9500218,0,10,0,5.6,7,10,7,10,0,0,0,10,7,10,0,0.4674127716,6.092592593,7,0,2.856700036,0,0,0,13.4,7,7,7,50,15.00211843,7,7,7,0,9.99,3.23284274,7,0.81799591,11.08,6.6,0,10,7,7,0,0,0,0,25,11.81035937,0,10,20,,0,0,30,0,0,0,20,7,20,0
113,Southern Oregon University,621.8754576,7,10,7,7,7,10,7,10,10,1.927437642,2.68329554,5.352363961,7,0,0,1.193181818,4.984848485,7,0,6.875158238,20,15,0,16,7,7,0,50,15.35068318,7,7,7,7,9.99,10.98894802,0,2.777777778,10.66,6.2,10,10,7,7,7,7,0,7,0,16.60065633,18.62710663,10,20,0,16.5,10,30,15,25,0,0,7,40,47.164
114,Spelman College,360.5775836,0,0,7,0,7,10,7,0,10,2.6,2,10,7,0,0,0.4,4.75,7,0,5.274307826,20,15,0,11.2,7,7,0,0,15.12720154,0,0,7,0,3.33,0,0,10,8.6,4.6,0,10,7,7,0,7,7,7,11.72090458,12.41516966,20,5,20,,0,0,10,0,0,0,0,0,20,27.56
115,St. John's University,680.0939723,7,10,7,5.6,7,10,7,0,0,0.1183712121,1.65719697,10,7,10,10,0.650887574,5.719512195,7,0.0745389753,0,20,0,15,17,7,7,7,50,15.75404969,7,7,7,7,9.99,0,7,10.66666667,14.6,8.2,0,10,7,7,7,7,0,7,25,16.812749,15,10,20,30,24,10,30,15,25,15,0,7,40,29.25
116,Stanford University,704.2306334,7,10,7,7,7,10,7,10,0,1.822053952,3.005205868,10,7,10,0,2.562962963,7,7,0.1146171292,2.147261585,20,10,0,19.54,7,7,7,50,15.27388726,7,7,7,6.999999992,9.99,5.719064457,7,8.044280443,17.96,8.83,10,10,7,7,7,7,7,7,5.470810012,16.554912,18.69557777,10,20,30,30,10,30,15,25,15,0,7,40,32.5
117,State University of New York College of Environmental Science and Forestry,732.4206226,7,7.5,7,7,7,10,7,10,10,9.743040685,10,10,7,10,0,5.481481481,7,7,0,8.589163124,20,20,0,14,7,7,7,50,16.03595198,7,7,7,7,9.99,13.60842803,0,3.218390805,16.2,4.2,10,10,7,7,7,0,7,7,10.88638056,15.9717859,0,10,20,30,30,10,30,15,25,15,20,7,40,34.996
118,State University of New York at Cortland,640.7302861,7,10,7,7,7,10,7,10,0,0.6914433881,0.6482281763,10,7,10,0,0.5405405405,6.092592593,5.25,0.3640709861,2.771109249,20,5,0,12.994,7,7,7,35.91530309,39.60753118,7,7,7,7,9.99,8.137605941,0,4.848484848,19,6,10,10,7,7,7,7,0,7,0,12.78989667,17.08947946,5,20,30,30,10,20,15,25,15,20,7,40,0
119,State University of New York at Geneseo,544.9596754,7,10,7,7,7,10,7,10,10,1.01842871,0.6304558681,2.272727273,7,10,0,1.383928571,7,0,0,3.971479528,20,10,15,14.2,7,7,7,16.6,0,7,7,7,7,9.99,14.83595783,0,5.762711864,18.8,0.001,10,10,7,7,0,7,0,7,0,15.49298577,0,10,20,30,27,10,30,0,25,0,0,7,40,0
120,State University of New York at New Paltz,575.2302472,0,10,7,4.9,7,10,7,10,10,0.5281690141,1.936619718,1.947273817,7,10,10,0.8219178082,6.078947368,1.75,0,5.198658639,20,5,0,,7,7,7,50,15.02443081,7,7,0,7,9.99,13.62154822,0,2.056074766,6.8,3,10,10,7,0,0,7,0,7,25,13.936607,0,10,20,0,30,10,30,15,25,0,0,7,40,29.64
121,Sterling College,627.8726094,7,10,7,5.6,7,10,7,10,10,10,5,10,7,10,10,10,7,5.25,0,0,20,5,0,25,7,7,7,16.6,28.7145913,0,7,0,7,9.99,10.95,0,0,19,8,10,10,0,0,0,7,0,0,0,15.06801814,18,10,20,30,27,10,20,15,25,0,0,7,40,37.7
122,Stevens Institute of Technology,455.4523266,0,10,7,1.4,7,0,7,0,0,0.6535947712,0.5446623094,0.5093215453,7,10,0,1.071428571,7,7,0,0,20,0,0,14.4,7,0,0,50,15.17211447,7,7,0,0,3.33,2.384980605,0,0,11,11,10,10,7,7,7,0,7,7,0,13.98622435,0,10,20,30,0,10,20,0,25,0,20,7,30,0
123,Syracuse University,329.5521428,7,10,7,5.6,7,0,7,10,10,2.25,8.75,3.113175095,7,10,0,1.029561672,6.722222222,7,0,3.877972002,0,0,0,14,7,0,0,0,15.2492118,0,0,0,0,0,0,0,0.96,0,0,10,10,7,7,7,7,7,7,,0,0,10,0,,30,0,30,0,0,0,0,7,40,0
124,Temple University,491.5680935,0,10,7,6.3,7,10,7,10,0,0.611943448,0.7069001899,0.8639426212,7,10,0,5,4.353658537,5.25,0,2.254988857,20,20,15,,0,7,7,16.6,19.04809887,7,7,0,4.803771787,0,1.5,0,2.253521127,16.4,10,10,10,7,0,0,0,7,7,13.19881705,14.29828039,19.12417066,5,20,0,30,10,30,0,25,0,0,7,30,0
125,Texas A&M University,596.56328,7,10,7,7,7,10,7,10,0,3.188180404,4.320027648,0,7,10,0,0,0,7,0.3996282541,1.547694672,20,25,0,13.342,7,7,7,50,0,7,7,7,7,9.99,4.165583582,0,0.1708126036,15.998,3.244,10,10,7,7,7,7,0,7,0,16.13252171,19.06483114,10,20,30,30,10,30,15,25,0,0,7,40,0
126,Texas Tech University,387.2389721,7,10,7,4.2,7,10,7,10,0,0.05210142411,0.5210142411,10,7,10,0,1.893491124,4.418032787,7,0.1686289176,1.873053623,0,0,0,12.738,7,0,0,44.66230897,15.2605695,7,7,0,0,3.33,0,7,0.9506398537,10.8,1,0,0,0,0,0,0,0,0,0,11.37113169,0,10,20,0,27,0,30,0,0,0,20,7,40,0
127,The Ohio State University,562.7794191,7,7.5,7,7,7,10,7,10,10,1.822916667,3.3203125,10,7,10,10,1.981839716,6.652671756,7,0,6.181148899,20,20,0,12.2,7,0,0,16.6,17.47328124,0,0,7,1.271484681,9.99,7.380929332,0,0.6498993964,12.4,4.1,10,10,7,7,7,7,7,7,0,13.04369402,18.21124085,10,0,30,30,10,30,0,25,15,0,7,40,0
128,Tufts University,632.4741525,7,10,7,7,7,10,7,10,10,1.064690027,1.334231806,7.149376331,7,10,0,2.496025437,6.539473684,7,0,2.779752,20,25,0,12.42,7,7,7,16.6,15.00348662,7,7,0,5.004999998,9.99,6.942218395,0,0.8965517241,16.3,9.68,10,10,7,0,7,7,0,7,24.87419437,14.53315208,0,10,20,30,30,10,30,15,25,0,0,7,40,34.866
129,Tulane University,447.0220086,7,10,7,4.9,7,10,7,10,0,0.6113092206,6.775343861,10,7,10,0,1.803278689,6.954545455,7,0,5.766771132,20,20,0,12.746,7,0,0,50,0,0,0,0,2.586476933,0,0.846847157,0,0,14.06,6.16,10,10,7,0,0,0,0,7,0,11.31143611,0,5,20,0,22.5,10,20,0,25,0,0,7,40,0
130,Unity College,519.4529098,7,10,7,0,7,10,7,10,10,8.558558559,10,10,0,10,0,10,7,7,0,0.4782716049,20,0,15,17.6,7,7,7,16.6,24.71329147,7,7,0,6.126982972,9.99,13.392384,0,0.3846153846,14.8,0.28,0,10,0,0,0,0,7,0,0,13.52880585,0,10,20,,12,0,30,15,25,15,20,7,30,0
131,University at Albany,621.7114986,7,10,7,5.6,7,10,7,10,10,2.901960784,2.078431373,3.009204626,7,10,10,1.863414634,7,7,0,7.542331098,20,20,0,16.56,7,7,7,16.6,15.34874905,7,7,0,0,9.99,9.509453498,7,1.857142857,13,6,10,0,7,0,0,7,7,7,0,13.09824561,17.99256506,10,20,30,30,10,30,15,25,0,0,7,40,32.76
132,University at Buffalo,615.2235403,7,10,7,7,7,10,7,10,10,0.4716981132,4.490566038,10,7,10,0,1.616161616,6.807692308,7,0,7.893864821,20,10,0,17.4,7,7,7,16.6,20.32859741,7,7,0,5.227663634,9.99,13.06337793,7,0.6108597285,11.54,2.4,10,10,7,0,0,7,7,7,0,15.28263216,18.00042659,10,20,0,30,10,30,15,25,15,0,7,40,32.5
133,University of Arizona,530.4964262,7,10,7,7,7,10,7,10,10,0,0,0,7,10,0,0,0,7,0,0,20,20,15,10.6,7,7,7,50,15.03927149,7,7,7,0,0,0,0,2.741312741,13.1,0,0,0,0,0,0,0,0,0,14.85005683,14.12641877,0,10,20,20.49336639,30,10,30,0,0,0,20,7,40,26.546
134,University of British Columbia,677.3978307,7,10,7,7,7,10,7,10,10,1.474576271,5.661016949,7.356146469,7,10,0,2.125418861,7,7,0,1.853466427,20,15,0,20.88,7,7,7,16.6,0,7,7,0,0,9.99,6.421060225,7,1.587743733,14.2,14.2,10,10,7,7,7,7,7,7,0,14.64831318,19.12808861,10,20,30,30,10,30,15,25,15,0,7,40,64.272
135,"University of California, Berkeley",713.7579766,7,10,7,7,7,10,7,10,0,1.601262968,2.593594948,10,7,10,0,1.373946857,6.227272727,7,0,7.264191518,20,15,0,15.2,7,7,7,50,0,7,7,0,0,9.99,9.076999553,0,1.767225326,18.84,11.46,10,10,7,7,7,7,7,7,25,15.64424418,19.61923848,10,20,30,30,10,30,15,25,15,20,7,40,35.1
136,"University of California, Davis",753.1890554,7,10,7,7,7,10,7,10,10,1.898006135,0.7732617587,8.261650303,7,10,10,2.040697674,6.952054795,7,0.247959526,8.328425907,20,10,15,14.54,7,7,7,50,15.30332228,7,7,7,4.83526943,9.99,7.454245271,0,2.609929078,17.48,7.84,10,10,7,7,7,7,7,7,0,17.31240049,19.63783278,10,20,30,30,10,30,15,25,15,20,7,40,47.684
137,"University of California, Irvine",758.7043759,7,10,7,7,7,10,7,10,0,1.811926606,2.224770642,10,7,10,10,1.461586508,6.863636364,7,0.2544376867,9.441473063,20,20,15,14.272,7,7,7,50,16.03005763,7,7,7,7,9.99,8.104363849,7,7.461811723,16.48,14.152,10,10,7,7,7,7,7,7,0,18.1489842,19.45932766,10,20,30,30,10,30,15,25,15,20,7,40,28.548
138,"University of California, Los Angeles",611.4678525,7,10,7,7,7,10,7,10,0,1.325865452,0.8037465983,0,7,10,0,1.402569593,6.627659574,7,0.0799525487,7.90115288,20,10,0,12.138,7,7,7,16.6,16.26892164,7,7,0,5.935782717,9.99,6.803196723,0,10.12920837,14.78,9.22,10,10,7,7,7,7,0,7,25,16.3144562,19.14734021,10,20,0,30,10,30,15,25,15,20,7,40,0
139,"University of California, Merced",583.6235099,7,10,7,7,7,10,7,10,10,1.829268293,1.422764228,5.960264901,7,10,0,3.349168646,7,7,1.063039538,8.406332718,20,15,0,12.6,7,7,7,16.6,16.86835858,7,7,0,4.00193127,9.99,8.585283841,0,5.81147541,13.4,6.6,0,10,7,7,7,7,0,7,0,14.16312659,19.97249584,10,20,0,30,10,20,15,25,15,20,7,40,0
140,"University of California, Riverside",690.0537733,7,7.5,7,7,7,10,7,10,10,1.051401869,0.2141744548,10,0,0,0,1.893408135,5.138297872,7,0.6408305333,7.769085493,20,15,0,14.764,7,7,7,50,15.99846006,7,7,0,5.334004548,9.99,9.40412987,7,4.195219124,11,6,10,10,7,7,7,7,7,7,0,15.57666295,19.6440984,10,20,30,30,10,30,15,25,15,20,7,40,30.94
141,"University of California, San Diego",670.065109,7,10,7,7,7,10,7,10,10,1.219992129,5.72609209,1.160220994,7,10,0,2.085195115,5.75,7,0.06731300817,5.188584658,20,10,0,13.2,7,7,7,24.67212224,15.12936087,7,7,7,1.373676956,9.99,7.362624337,0,8.784444444,11.4,11.4,10,10,7,7,7,7,7,7,0,16.59357234,19.51211306,10,20,27.55539677,30,10,30,15,25,15,20,7,40,26.8944
142,"University of California, Santa Barbara",675.711962,7,10,7,7,7,10,7,10,10,1.086668434,1.351709515,5.956237567,7,10,10,2.16733871,6.775641026,7,1.260706226,7.638329529,20,10,15,16.28,7,7,7,17.52468537,15.07320499,7,7,0,0,9.99,8.061641188,0,2.749326146,18.6,7.8,0,10,7,7,7,7,7,7,25,16.90228588,18.49418741,10,20,30,30,10,30,15,25,15,20,7,40,0
143,"University of California, Santa Cruz",682.7068283,7,10,7,7,7,10,7,10,10,1.743274219,2.684280372,10,7,10,0,4.00621118,6.320895522,7,0.4465674862,5.218009649,20,15,15,16.6,7,7,7,16.6,15.07279214,7,7,0,5.762025058,9.99,10.16080212,0,1.911468813,18.56,10.38,10,10,7,7,7,7,7,7,0,16.55710173,17.25,10,20,30,30,10,30,0,25,15,20,7,40,30.4434
144,University of Colorado Boulder,630.7541493,7,10,7,7,7,10,7,10,0,2.748020494,7.801583605,0,0,10,0,1.339285714,7,7,0,8.447501208,20,15,0,15.34,7,7,7,50,0,7,7,7,0,9.99,7.13961039,0,0.9138381201,18,10.8,10,10,7,7,7,7,0,7,0,14.37230977,0,10,20,30,30,10,30,15,25,15,0,7,40,30.862
